,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,neighborhood_median,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2557,27247279,Comfort & Clean! 15 min ORD/Dwntwn3 & Parking,198731500,J.R.,Jefferson Park,41.97263,-87.77251,Entire home/apt,72,60,3,84,2021-01-29,2.69,5,0
2558,27251335,*Gorgeous Hideout in Pilsen! Close to Everything*,205251032,Salvador,Lower West Side,41.85709,-87.67092,Entire home/apt,87,70,2,99,2020-03-15,3.34,1,0
2559,27279571,"Entire place, only 15 min away from Downtown!",150600310,Jasmine,South Lawndale,41.83793,-87.71065,Entire home/apt,98,60,2,24,2021-02-14,0.77,1,281
2560,27280182,"Pink House Hideaway,  Chicago",1117060,Ty,West Town,41.89882,-87.66999,Entire home/apt,58,100,1,20,2019-09-15,0.64,1,88
2561,27280746,Ina's Beachwood Inn,205507805,Mark,West Town,41.90741,-87.67327,Entire home/apt,100,100,1,56,2021-02-15,2.57,1,90
2562,27282218,Private Room In Modern Townhome With Rooftop!,14899210,Nichole,Near West Side,41.87272,-87.68632,Private room,89,102,1,18,2020-03-17,0.58,1,180
2563,27286183,2+ bed apt 15minutes or less to McCormick/downtown,133759935,Tyre,Douglas,41.82952,-87.61984,Entire home/apt,95,80,3,28,2019-05-27,0.91,2,0
2564,27307401,STUNNING 3/3 RIVER WEST DUPLEX W/ PRIVATE ROOFDECK,50122516,John,West Town,41.8997,-87.65673000000001,Entire home/apt,400,100,3,5,2019-06-03,0.16,1,89
2565,27308270,"Sophisticated, 2-BR Luxury Condo in Old Town",9094538,Nicole,Lincoln Park,41.91469,-87.64009,Entire home/apt,88,123,2,44,2020-12-23,1.42,43,125
2566,27309503,Homely apartment at Lakeshore,205752914,Mustafa,Lake View,41.9534,-87.64678,Private room,153,95,3,1,2018-08-30,0.03,1,0
2567,27310680,Chicago House,19753340,Jason,Douglas,41.82647,-87.6237,Private room,29,80,30,0,,0.0,1,0
2568,27312267,"As seen on NBC’s hit series, “Chicago Fire!”",171513876,Andre,West Town,41.898,-87.67893000000001,Entire home/apt,239,100,2,15,2020-10-13,0.51,1,365
2569,27337953,Bold and Bright Owner's Flat in Design District,202622038,Kathryn,Near North Side,41.891000000000005,-87.63303,Entire home/apt,427,132,1,46,2021-02-14,1.49,1,331
2570,27354316,Albany Park Condo Room,48737258,Vanessa,Albany Park,41.96779,-87.72187,Private room,25,65,1,10,2020-10-31,0.32,1,0
2571,27359639,Center of Lincoln Park/Depaul/Wrigley+ parking!,153282233,Justin,Lincoln Park,41.91924,-87.6525,Entire home/apt,63,123,1,219,2021-02-12,7.19,2,164
2572,27361825,Elm Street Palace,206195810,D,Near North Side,41.902409999999996,-87.62907,Entire home/apt,250,132,12,0,,0.0,1,89
2573,27371590,Huge Skylit Master Room - ONE block from Blue Line,11108717,Chris,Irving Park,41.94723,-87.7159,Private room,120,75,10,31,2020-01-11,1.0,4,0
2574,27396530,Spacious & Beautiful Logan Square Garden Unit,43389451,Marius,Logan Square,41.9227,-87.71710999999999,Entire home/apt,89,90,14,25,2020-02-18,0.81,2,365
2575,27398741,Peaceful Quiet Home in Historical Pullman,9301,Charlene,Pullman,41.68942,-87.60783,Entire home/apt,95,90,3,32,2020-07-12,1.06,1,177
2576,27398743,"Modern Urban Suite - West Town, Centrally Located",29622436,Dina,West Town,41.89586,-87.6618,Entire home/apt,72,100,2,87,2020-11-23,2.8,1,15
2577,27401065,Brand New Designer Wrigleyville/Lakeview Loft,206500795,Michael,Lake View,41.950379999999996,-87.65904,Entire home/apt,125,95,2,61,2020-12-29,2.13,2,0
2578,27401532,Logan Square Sky Cave,206501503,Kristiana,Logan Square,41.92161,-87.69804,Entire home/apt,84,90,1,9,2018-11-04,0.29,1,0
2579,27406623,Linda's Oasis,18266053,Linda,Lincoln Park,41.917590000000004,-87.63954,Entire home/apt,179,123,2,26,2020-10-04,0.85,3,360
2580,27408745,Sunny & Spacious Private Apt in Artist’s Home,56659711,Angela,Lincoln Square,41.9748,-87.69266,Entire home/apt,118,76,1,11,2019-08-31,0.51,1,0
2581,27417463,Old Irving Guest Room,17999173,Meredith,Irving Park,41.94795,-87.7287,Private room,100,75,2,1,2018-08-05,0.03,2,89
2582,27420170,Bright & Renovated Irving Park Duplex w/ Backyard!,141303483,Angela,Irving Park,41.95588,-87.70538,Entire home/apt,123,75,1,72,2021-02-09,2.43,1,319
2583,27424869,Wicker Park 2 Bedroom Condo with Roof Deck!,65641991,Erik,West Town,41.90392,-87.67367,Entire home/apt,150,100,1,134,2021-02-13,4.36,1,70
2584,27426067,Hip Logan Square SPACIOUS & CLEAN 2 Bed Apt!,195467041,Melanie,Logan Square,41.92708,-87.71347,Entire home/apt,115,90,2,62,2021-01-01,2.0,2,296
2585,27434475,Amazing French style apt near beach and train.,206744772,Miguel,Edgewater,41.98949,-87.66363,Private room,700,83,1,8,2018-10-15,0.26,1,0
2586,27436176,G3. Next to Downtown! Best location & affordable!,191267705,Josana,Logan Square,41.91685,-87.69449,Private room,39,90,30,136,2020-03-18,4.39,3,80
2587,27439525,Comfort  zone,206783790,Oscar,North Center,41.9365,-87.67501999999999,Entire home/apt,100,112,1,74,2021-02-15,2.4,1,358
2588,27458041,B5- Next to Downtown Chicago - Private Room,109075524,Alejandra,Near West Side,41.87552,-87.6798,Private room,50,102,7,115,2020-03-12,3.77,9,0
2589,27458095,Wrigleyville / Boystown 2 bedroom Urban Apartment!,22420312,Alex,Lake View,41.94713,-87.64819,Entire home/apt,99,95,1,9,2018-12-30,0.3,1,0
2590,27459503,3 Bed Wrigley home w/view & deck - 3rd Fl,35241425,Nicole,Lake View,41.94766,-87.65881999999999,Entire home/apt,500,95,1,32,2020-10-18,1.04,2,289
2591,27462697,"Comfy 1 bedroom apartment, parking, Wi-Fi, fruits",9339313,Leon,Lower West Side,41.858309999999996,-87.65034,Entire home/apt,59,70,1,132,2021-01-31,4.27,12,354
2592,27463525,West Town 1 Bedroom Apartment Fresh and New,143983688,Oscar,West Town,41.89392,-87.66747,Entire home/apt,110,100,2,40,2020-02-17,1.29,1,33
2593,27466584,Bright 1BR near Public Transit - 2 min walk,37753749,Jax,Norwood Park,41.98642,-87.77847,Private room,42,50,1,115,2020-03-17,3.77,1,80
2594,27467936,1 Bedroom Apartment by McCormick Place & Chinatown,129327646,Roger,Bridgeport,41.84532,-87.64044,Entire home/apt,50,65,2,138,2020-12-28,4.45,7,30
2595,27469680,Quiet Room Near Highway and Portillos,11108717,Chris,Irving Park,41.9486,-87.71519,Private room,32,75,2,19,2020-01-26,0.63,4,0
2596,27471588,Bedroom,132131180,Rafael,West Garfield Park,41.872890000000005,-87.73127,Private room,32,45,30,14,2021-02-06,0.48,1,269
2597,27489353,Cozy  bedroom,104627783,Bellanger,West Garfield Park,41.87798,-87.73061,Entire home/apt,250,45,1,18,2020-02-16,0.67,2,179
2598,27489795,Vintage chic,1382472,Ani,Lincoln Square,41.96155,-87.68588000000001,Entire home/apt,56,76,140,0,,0.0,1,264
2599,27490262,Designer Logan Square 2BR Apartment,207183863,Thom,Logan Square,41.92799,-87.69729,Entire home/apt,65,90,1,100,2021-02-14,3.28,1,338
2600,27490479,Quaint Garden Apartment 2 BR Near UCC,72651433,Zafar,East Garfield Park,41.87856,-87.69542,Entire home/apt,120,49,3,20,2021-01-01,0.66,6,365
2601,27490848,🏠 4 BR Swank Victorian Near United Center Chicago,72651433,Zafar,East Garfield Park,41.87856,-87.69542,Entire home/apt,325,49,3,37,2020-08-16,1.22,6,360
2602,27490851,Cozy Apartment Steps from Hip Logan Square & Train,68385246,Hari,Avondale,41.93555,-87.70526,Entire home/apt,50,80,4,19,2021-02-01,0.79,1,364
2603,27490933,🏠 Stunning 6 BDRM 2 BA w/pkng Perfect 4 Holiday Travel,72651433,Zafar,South Shore,41.76099,-87.55888,Entire home/apt,250,60,3,20,2020-11-15,0.85,6,365
2604,27540212,Cozy 2BR-2BA a block away from Millenium Park,12013646,Luis,Loop,41.88306,-87.62576999999999,Entire home/apt,94,135,1,180,2021-01-28,5.83,4,125
2605,27543248,Epitome of Mental and Visual Peace,107488150,Susie,East Garfield Park,41.870509999999996,-87.70898000000001,Private room,68,49,1,5,2018-10-21,0.17,1,0
2606,27547611,West Town- Private Room- Free Street Parking,31375193,Steve,West Town,41.89255,-87.67263,Private room,46,100,2,36,2019-11-17,1.18,1,180
2607,27553317,Visit the United Center & Explore City of Chicago,156238470,Zed,Near West Side,41.88243,-87.67976999999999,Entire home/apt,75,102,2,161,2020-11-19,5.43,1,90
2608,27553507,ENTIRE CLEAN MODERN 2 BR APT HAVEN/GARAGE PARKING,93296905,Sandra,Belmont Cragin,41.918409999999994,-87.76041,Entire home/apt,83,59,2,87,2021-02-12,2.9,1,172
2609,27572340,Chicago Multi-unit building,161487535,Ryan,South Shore,41.76059,-87.56234,Private room,34,60,2,3,2019-10-04,0.1,2,365
2610,27582755,Southport Inn 2BR Condo - Close to Train & Wrigley,58341908,Matt,Lake View,41.93958,-87.66503,Entire home/apt,155,95,1,97,2021-02-14,3.33,3,129
2611,27583390,Trendy Old Irving Apartment,74234277,Max & Margarita,Irving Park,41.95346,-87.74015,Entire home/apt,125,75,3,55,2020-09-12,1.83,1,220
2612,27584436,Two Bedroom Apartment,250400,Dan,South Lawndale,41.85463,-87.69676,Entire home/apt,120,60,4,0,,0.0,10,336
2613,27584585,Great location! Spacious and stylish residence!,58868732,Jake,Lake View,41.94245,-87.64913,Entire home/apt,109,95,2,85,2021-01-15,2.8,2,118
2614,27595030,Beautiful River North Condo,10624291,Jennifer,Near North Side,41.89765,-87.64389,Entire home/apt,90,132,3,31,2020-11-01,1.01,1,0
2615,27605754,Pilsen Apartment,192710858,Niall,Lower West Side,41.8557,-87.65347,Entire home/apt,125,70,2,26,2020-02-16,0.86,1,19
2616,27635399,East village room,79675882,Nadiah,West Town,41.894529999999996,-87.66995,Private room,45,100,1,5,2020-10-26,0.17,1,290
2617,27638781,Bronzeville Apartment,208577711,Tenna',Grand Boulevard,41.8043,-87.60722,Entire home/apt,167,86,2,41,2021-01-02,1.38,1,322
2618,27660366,Chill Like a Local-Fun Bucktown/Logan Sq w/Parking,17309769,Matthew,Logan Square,41.92517,-87.69117,Private room,50,90,2,17,2020-10-04,1.16,1,0
2619,27693443,"301 Hulu Tv Room, Private entrance, Great Location",127235673,Alex,Edgewater,41.98553,-87.67134,Private room,39,83,1,22,2020-12-20,0.81,12,308
2620,27694440,Quiet & Cozy Garden Unit with Private Entrance,209052147,Ricardo & Joe,Rogers Park,41.99889,-87.67387,Entire home/apt,56,71,3,61,2021-01-18,2.11,1,130
2621,27695844,Catch a game at Wrigley,47263109,Matt,Lake View,41.94597,-87.64323,Private room,91,95,1,68,2020-10-26,2.28,3,87
2622,27721072,雅居,209282256,May,Brighton Park,41.813,-87.70810999999999,Private room,42,45,1,13,2019-10-23,0.45,1,139
2623,27730241,Room for rent,62407063,Nestor,Lower West Side,41.85435,-87.65865,Private room,80,70,12,0,,0.0,1,179
2624,27732324,The Wonders of Wrigley: Beautiful 3 Bed/2 Bath,70220927,Penny & Gus,Lake View,41.94535,-87.65286,Entire home/apt,99,95,2,37,2019-12-28,1.23,1,0
2625,27732402,MedDistrict Spacious Renovated 1br Apt MONTHLY,100782278,Emily & Rich,Near West Side,41.87746,-87.68175,Entire home/apt,53,102,41,4,2021-01-01,0.18,29,304
2626,27735414,Harper House - Hyde Park,123757253,Hans,Hyde Park,41.790859999999995,-87.58769000000001,Entire home/apt,100,50,2,12,2020-10-11,0.4,1,0
2627,27736366,luxury high rise,209412104,Michael,Near North Side,41.89056,-87.6224,Entire home/apt,300,132,2,2,2018-09-16,0.07,1,0
2628,27751590,"Trendy Wicker Park with parking, sleeps up to 5",30433615,Andrijana,West Town,41.90726,-87.67236,Entire home/apt,78,100,2,76,2021-02-14,2.81,3,338
2629,27752141,Condo ON Point in Logan Square (entire home),969882,Lindsay,Logan Square,41.91922,-87.69556999999999,Entire home/apt,120,90,7,1,2020-09-17,0.19,2,83
2630,27761744,Relax Open Atomosphere Home,209558158,Stephanie,North Center,41.93891,-87.67867,Private room,100,112,1,35,2020-10-12,1.17,2,180
2631,27765403,"NEW Upgraded,Spacious 3 Bedrooms Apartment.",209639102,Adrian,Jefferson Park,41.97355,-87.77004000000001,Entire home/apt,138,60,2,18,2020-08-26,0.6,1,365
2632,27781811,Sunny & Modern 2-Bed in Trendy Logan Square,16829792,Jackie,Logan Square,41.91579,-87.71007,Entire home/apt,99,90,2,15,2020-03-01,0.5,1,36
2633,27783440,Soak Up Mid-Century Style in Wrigleyville and Boystown,47263109,Matt,Lake View,41.94433,-87.64385,Entire home/apt,556,95,2,59,2020-12-28,2.04,3,345
2634,27784037,Cozy Chinatown Home by McCormick★Downtown★Wintrust,17888170,MiLo And Chandra,Armour Square,41.85507,-87.63528000000001,Entire home/apt,162,60,3,88,2020-12-28,3.03,1,215
2635,27784422,Relax in a Cozy Rustic-Modernist Suite,47263109,Matt,Lake View,41.946490000000004,-87.64385,Private room,102,95,1,54,2020-08-03,1.8,3,87
2636,27785491,Chicago Old Town Apartment,194773057,Troy,Near North Side,41.90537,-87.64024,Entire home/apt,135,132,2,52,2020-03-15,1.75,1,0
2637,27788525,Oasis 1 #1416 - 4 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.85297,-87.63375,Entire home/apt,240,60,1,22,2020-03-15,0.73,19,364
2638,27801487,Sweet home in the southside,78843359,Zuly,South Shore,41.762570000000004,-87.58689,Entire home/apt,91,60,3,30,2020-08-10,1.04,2,179
2639,27804909,Oasis In The Chi - HOME,17493679,Cass,Auburn Gresham,41.75224,-87.65633000000001,Entire home/apt,210,79,1,2,2019-06-13,0.07,3,180
2640,27806166,Logan Hideout: 1BR Near Blue Line,6742962,Seth,Logan Square,41.92667,-87.72008000000001,Entire home/apt,118,90,1,70,2020-03-18,2.3,1,277
2641,27814729,Chicago’s Home Away From Home - Bedroom #1,66268005,Ahja,North Lawndale,41.85216,-87.72183000000001,Private room,35,45,14,1,2020-09-03,0.18,2,179
2642,27824672,Backyard oasis suite in the city,5642623,Lynn,Lake View,41.93741,-87.65673000000001,Entire home/apt,69,95,2,51,2020-07-12,1.75,1,0
2643,27830278,Cozy Room in West Pilsen Haven,57266636,Gwen,Lower West Side,41.851659999999995,-87.67055,Private room,40,70,1,7,2019-04-06,0.24,2,0
2644,27830773,Study oasis with private 1/2 bath,91946836,Jordan,Hyde Park,41.79973,-87.59915,Private room,50,50,2,29,2020-10-11,1.0,3,365
2645,27840679,"Free Parking, Hyde Park,  McCormick, U of Chicago",109394313,Craig,Washington Park,41.796209999999995,-87.6176,Entire home/apt,149,68,2,70,2021-01-18,2.31,1,292
2646,27849785,Modern Open Atomosphere Home,209558158,Stephanie,North Center,41.939209999999996,-87.67974,Private room,100,112,1,66,2021-02-06,2.22,2,178
2647,27850387,MODERN 1BR LUX ICONIC TOWER + BALCONY,33127842,Kari,Loop,41.88697,-87.62005,Entire home/apt,109,135,32,2,2019-06-10,0.07,26,179
2648,27853037,Pilsen Tranquil Renovated 2bed/1bath Apt MONTHLY,100782278,Emily & Rich,Lower West Side,41.84952,-87.68073000000001,Entire home/apt,67,70,31,3,2021-02-09,0.2,29,359
2649,27872315,"Charming Apt. near Wrigley/Cubs, Ravenswood/Uptown",16855519,Sara & Salvador,Uptown,41.96253,-87.66512,Entire home/apt,80,81,2,78,2021-02-15,2.62,1,35
2650,27879762,Super convenient apartment near Millennium Park,39131406,Xinyi,Loop,41.886,-87.62516,Private room,60,135,10,0,,0.0,1,0
2651,27890313,Oasis in The Chi QUEEN1,17493679,Cass,Auburn Gresham,41.75398,-87.65614000000001,Private room,59,79,2,3,2019-10-20,0.17,3,89
2652,27897330,Brand new condo with luxury amenities,208533981,Aiperi,Near South Side,41.84735,-87.61887,Private room,114,126,14,21,2019-10-23,0.71,2,0
2653,27904602,Amazing Penthouse in Heart of Chicago’s South Loop,41767444,Mar & De,Near South Side,41.860009999999996,-87.62621999999999,Entire home/apt,228,126,2,82,2020-05-11,2.84,4,0
2654,27907713,Single Family Home on Quiet Dead End Street,2057290,Justin,Hermosa,41.91556,-87.7252,Entire home/apt,125,60,7,0,,0.0,1,0
2655,27923148,Serenity & Coziness | Lincoln Park Garden Loft,210924870,Sophie,Lincoln Park,41.93156,-87.64603000000001,Entire home/apt,105,123,1,113,2021-02-15,3.79,1,335
2656,27923242,South Loop Lanatopia,91503309,Elana,Douglas,41.84446,-87.62258,Private room,60,80,1,3,2018-10-15,0.1,1,0
2657,27927847,Beautiful Chicago Condo with a Spectacular View!,59180983,Benjamin,Near North Side,41.8925,-87.6289,Entire home/apt,199,132,1,11,2019-07-21,0.37,1,0
2658,27951328,2 Bed Apartment with Balcony,211128274,Aj,Avondale,41.94093,-87.71648,Entire home/apt,41,80,1,187,2021-01-29,6.19,3,157
2659,27961613,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.79902,-87.58252,Entire home/apt,46,50,1,108,2020-12-17,3.62,63,159
2660,27962066,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.79313,-87.58565,Entire home/apt,38,50,1,95,2020-11-25,3.19,63,190
2661,27962742,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.798559999999995,-87.58278,Entire home/apt,41,50,1,104,2021-01-02,3.46,63,161
2662,27963346,"5min to Wicker, Dtown | Quiet Flat + W&D | Zencity",47172572,Zencity,West Town,41.90283,-87.69116,Entire home/apt,44,100,1,123,2020-11-10,4.16,63,149
2663,27965794,Bright 1 Bedroom in ❤️ of Lakeview! (w/ st prkng),211233963,Collin,Lake View,41.94027,-87.64773000000001,Entire home/apt,85,95,12,42,2021-01-01,1.4,1,12
2664,27979141,A. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.72787,-87.57735,Shared room,15,16,2,48,2021-01-30,1.61,13,354
2665,27980378,"Chicago O'Hare Comfortable, private stay space.",211324752,Sandra,Norwood Park,41.98061,-87.79373000000001,Private room,50,50,2,6,2019-12-03,0.28,2,139
2666,27985804,Private room and bathroom in condo East Beverly,211366952,Harshaa,Beverly,41.70486,-87.6693,Private room,30,39,1,0,,0.0,1,49
2667,27990355,3Bd in Lakeview/Wrigleyville 1 Min. to Train,79879006,Jeffrey,Lake View,41.93799,-87.65202,Entire home/apt,279,95,3,12,2020-03-15,0.43,1,0
2668,27996059,Private Bed and Bath near transit and UChicago,7891549,Laura (Lisa) Elizabeth,Woodlawn,41.77544,-87.5931,Private room,36,52,1,31,2020-03-01,1.39,4,0
2669,28015605,Uptown Gem With FREE Parking Spot Included,35681660,Jayme,Uptown,41.96206,-87.65404000000001,Entire home/apt,179,81,3,5,2019-12-01,0.17,3,0
2670,28025633,Updated Full Condo near Downtown with Porch,44997651,David,West Town,41.89331,-87.66186,Entire home/apt,99,100,2,6,2020-12-20,0.2,2,0
2671,28033501,Cozy 2-bed Apartment,211575547,Boris,Forest Glen,42.01484,-87.77805,Entire home/apt,130,88,2,16,2019-10-27,0.55,1,179
2672,28038465,Beautiful private house- Sleeps 6 (NO PARTIES),157556309,Keionna,South Shore,41.766059999999996,-87.58889,Entire home/apt,140,60,25,54,2020-03-08,1.8,1,89
2673,28047906,Your warm 1b apartment in Chicago downtown,73225990,George,Near West Side,41.88236,-87.64144,Entire home/apt,86,102,1,0,,0.0,1,0
2674,28048295,Furnished Gold Coast Studio #419,2153,Linda,Near North Side,41.90272,-87.63452,Entire home/apt,46,132,30,3,2020-03-02,0.11,6,0
2675,28052689,Cozy 1 Bedroom Apartment at Avondale!,3920450,Vas,Avondale,41.93815,-87.71666,Entire home/apt,60,80,31,3,2020-06-30,0.23,3,215
2676,28078561,Sunny 2BR / 1 BA in Hip West Town Location,40381099,Emily,West Town,41.89414,-87.66176,Entire home/apt,100,100,2,15,2019-11-30,0.61,1,0
2677,28084945,Safe second floor 2 bedroom condo,188676755,Lukasz,West Town,41.909279999999995,-87.69317,Private room,65,100,1,8,2018-10-19,0.27,1,365
2678,28092750,Ukrainian Village private suite + outdoor oasis,179032400,Amanda,West Town,41.89548,-87.68744000000001,Entire home/apt,80,100,3,4,2019-05-12,0.15,1,0
2679,28100983,Private deluxe 3 level home by McCormick/Navy Pier,182602346,Guy,Grand Boulevard,41.82042,-87.61054,Entire home/apt,459,86,3,9,2019-10-23,0.32,2,268
2680,28103724,Sunny studio across from the beach and golf course,25173295,Angie,South Shore,41.76558,-87.56693,Entire home/apt,99,60,2,0,,0.0,7,365
2681,28103900,Wrigleyville Crash Pad 1/2 block from The Field,83773615,Dennis,Lake View,41.94842,-87.65674,Entire home/apt,186,95,1,108,2021-01-18,3.6,2,188
2682,28108782,Chicago HSH!!,212332502,Dan,Near North Side,41.89574,-87.63563,Entire home/apt,150,132,32,1,2018-11-16,0.04,1,0
2683,28132761,"3BR w/ Elevator, Patio & Laundry near the Red Line",192743804,Fenton,Uptown,41.963440000000006,-87.66457,Entire home/apt,87,81,1,66,2020-12-01,2.32,3,317
2684,28133230,Large Gorgeous Condo (near downtown),212499522,David,East Garfield Park,41.882529999999996,-87.69683,Entire home/apt,120,49,1,17,2020-03-15,0.57,1,90
2685,28133387,6 Bedrooms in Beautiful Sheridan Park!,192743804,Fenton,Uptown,41.96157,-87.66553,Entire home/apt,260,81,1,4,2020-03-15,0.16,3,307
2686,28138106,BR with PRIVATE OFFICE in Avondale/Old Irving Park,31378386,Proper Stays,Irving Park,41.94245,-87.7317,Private room,53,75,14,29,2021-01-28,1.03,10,350
